calibration_target,setting,public_dataset,seed,method,rank,PICP,PINAW,Winkler,RMSE,MAE,R2,params,best_lambda,posthoc_calibration,baseline_common_calibration,calibration_q_scaled,calib_val_picp_before,calib_val_picp_after,time_s,stage1_cache_time_s,stage2_time_s,dpr_cache_status
0.86,common_validation_conformal_086,Longyuan-SCADA,42,Transformer-QR,2,0.7993132392216711,0.24700438976287842,85.08548736572266,25.194305419921875,15.887709617614746,0.7545346021652222,17733,,,conformal,0.09924906492233276,0.7559580552907531,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,SQR,10,0.7445631438382296,0.2019679993391037,95.84523010253906,26.73143196105957,17.034332275390625,0.7236688137054443,1729,,,conformal,0.19117341935634613,0.665395614871306,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,LUBE-NN,8,0.7886302937809996,0.25409001111984253,94.40058898925781,24.319990158081055,15.301006317138672,0.7712756991386414,1829,,,conformal,0.44090333580970764,0.00667302192564347,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,RQR-MLP,6,0.9303700877527661,0.40282854437828064,93.38450622558594,25.857723236083984,17.202842712402344,0.7414371967315674,1829,,,conformal,0.0,0.9475691134413727,0.9475691134413727,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,KDE,9,0.7871041587180465,0.25348183512687683,94.74068450927734,24.402912139892578,15.2567720413208,0.7697133421897888,0,,,conformal,0.06799307465553284,0.8198284080076264,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,Proposed model,1,0.8264021365890881,0.2708008587360382,80.23011016845703,24.28685188293457,16.75912094116211,0.771898627281189,4373,0.45,conformal,,0.05375027656555176,0.7998093422306959,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,MLP-QR,4,0.8363220144982831,0.2749379873275757,87.34432220458984,24.31342315673828,15.523334503173828,0.771399199962616,1829,,,conformal,0.2190880924463272,0.7283126787416587,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,LSTM-QR,3,0.7855780236550934,0.22661879658699036,86.70616912841797,24.41715431213379,15.341861724853516,0.769444465637207,9093,,,conformal,0.12702208757400513,0.8102955195424214,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,GRU-QR,5,0.7897748950782144,0.23391114175319672,89.19020080566406,24.430452346801758,15.35573959350586,0.7691932320594788,6981,,,conformal,0.13872990012168884,0.7988560533841754,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.88,common_validation_conformal_088,Longyuan-SCADA,42,CNN-QR,8,0.8243037008775277,0.2899447977542877,94.71156311035156,24.631921768188477,15.554181098937988,0.765370786190033,3525,,,conformal,0.16480982303619385,0.8083889418493804,0.880838894184938,851.8960454463959,0.007487773895263672,851.8871998786926,hit
