calibration_target,setting,public_dataset,method,n,PICP_mean,PICP_std,PINAW_mean,PINAW_std,Winkler_mean,Winkler_std,rank_mean,rank_std,PICP_below_080,PICP_below_target,cached_audit_time_s_mean,stage2_time_s_mean
0.88,common_validation_conformal_088,WPF-SCADA,Transformer-QR,3,0.8416751787538305,0.0030093809729634553,0.20947561661402384,0.0026557605308763386,608.6566365559896,6.412461029299767,4.0,0.0,0,3,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,Longyuan-SCADA,Proposed model,3,0.8416634872186188,0.014255277903296025,0.26847386360168457,0.002301894065706904,81.10181681315105,0.8242744248724464,1.0,0.0,0,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,CNN-QR,3,0.8143838229683326,0.014008057802888822,0.28977109988530475,0.014861912877498905,98.46797943115234,3.2947173630411264,8.0,1.0,1,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,GRU-QR,3,0.7970876255881979,0.01910750404367648,0.2457885593175888,0.021113187802034136,90.40957387288411,1.3149585459891542,3.6666666666666665,1.1547005383792515,2,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,KDE,3,0.8208698969858833,0.014327850233212843,0.29719360669453937,0.018423867015907633,98.24311828613281,3.1739858372549135,8.666666666666666,1.1547005383792517,0,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,LSTM-QR,3,0.7944804781889863,0.022714347133463444,0.2413680007060369,0.027651910332686363,88.79079945882161,2.0885577689566905,2.3333333333333335,0.5773502691896258,2,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,LUBE-NN,3,0.8265929034719571,0.011364647850901508,0.30990563829739887,0.017446208834503218,99.91910298665364,4.662270292592724,9.0,1.7320508075688772,0,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,MLP-QR,3,0.8135571664758997,0.0197601097488865,0.27093814810117084,0.005374746325151881,92.77661895751953,4.737276094312413,5.333333333333333,1.1547005383792517,0,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,RQR-MLP,3,0.9174615286786213,0.011392366545369789,0.39419784148534137,0.008156710091300303,94.15296173095703,0.7444027423955637,5.333333333333333,0.5773502691896258,0,0,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,SQR,3,0.7745135444486837,0.014689049980923352,0.2385962059100469,0.013652916513817084,98.28842163085938,4.535395840026108,8.333333333333334,1.1547005383792517,3,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,Longyuan-SCADA,Transformer-QR,3,0.8204247742591887,0.015592008039801456,0.2718048393726349,0.012049795175532754,90.65155792236328,4.1550184206644,3.3333333333333335,1.1547005383792515,0,3,846.0315461953481,846.0228373209635
0.88,common_validation_conformal_088,SDWPF-SCADA,Proposed model,3,0.9061188077246012,0.021657790470198543,0.19813595712184906,0.010429794611247026,355.1437276204427,16.99158663008856,2.3333333333333335,1.5275252316519465,0,0,2560.671411673228,2560.6551225980124
