calibration_target,public_dataset,seed,baseline,block_length,n_test,mean_winkler_baseline_minus_ours,ci95_low,ci95_high,p_two_sided_block_bootstrap,ours_significantly_lower_95
0.88,WPF-SCADA,44,MLP-QR,12,4895,141.7327424721904,112.73450647288706,170.82251188131804,0.0,True
0.88,WPF-SCADA,44,MLP-QR,24,4895,141.7327424721904,112.93046036309755,174.34044609845176,0.0,True
0.88,WPF-SCADA,44,MLP-QR,48,4895,141.7327424721904,112.07375992669066,175.72559933554143,0.0,True
0.88,WPF-SCADA,44,RQR-MLP,12,4895,292.15794500153385,271.218713666261,312.9284402860584,0.0,True
0.88,WPF-SCADA,44,RQR-MLP,24,4895,292.15794500153385,265.91227301940506,316.3997189697972,0.0,True
0.88,WPF-SCADA,44,RQR-MLP,48,4895,292.15794500153385,262.48901917815624,319.04576781203684,0.0,True
0.88,WPF-SCADA,44,SQR,12,4895,153.1140318188756,120.75463654725648,187.25646629019025,0.0,True
0.88,WPF-SCADA,44,SQR,24,4895,153.1140318188756,117.72160716843534,192.77562748250486,0.0,True
0.88,WPF-SCADA,44,SQR,48,4895,153.1140318188756,116.63453063088627,193.8832719631826,0.0,True
0.88,WPF-SCADA,44,Transformer-QR,12,4895,139.39717913573747,111.09059006675244,169.79324200561675,0.0,True
0.88,WPF-SCADA,44,Transformer-QR,24,4895,139.39717913573747,110.65362884261296,175.13604354681485,0.0,True
0.88,WPF-SCADA,44,Transformer-QR,48,4895,139.39717913573747,108.83922973896085,174.70798880178,0.0,True
